Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.com,422-5234550-6423634,2022-09-28T05:21:26Z,Not Applicable,USD,44.06,3.08,0,0,47.14,44.06,3.08,B08FT5QJKL,New,1,AmericanExpress - 2084,Closed,Shipped,2022-10-02T05:21:26.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA545699699578),Hydro Flask 32 oz Wide Mouth Bottle,Not Available,Not Available,Not Available,Not Available
Amazon.com,878-1865901-4415140,2022-09-28T16:52:00Z,Not Applicable,USD,60.93,4.27,0,0,65.2,60.93,4.27,B08DFPV5RP,New,1,AmericanExpress - 2084,Closed,Shipped,2022-10-03T16:52:00.000Z,std-n-us,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA702442419256),Ring Video Doorbell Wired,Not Available,Not Available,Not Available,Not Available
Amazon.com,664-1229419-7844947,2022-09-05T09:28:56Z,Not Applicable,USD,92.29,6.46,0,0,98.75,92.29,6.46,B0BDJ17NLJ,New,1,Visa - 7743,Closed,Shipped,2022-09-09T09:28:56.000Z,no-rush-delivery,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA345213466367),Instant Pot Duo 7-in-1 Electric Pressure Cooker 6 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,349-8663605-3426689,2022-09-27T03:29:07Z,Not Applicable,USD,67.08,4.7,0,0,143.56,134.16,9.4,B07H1RNMXC,New,2,AmericanExpress - 2084,Closed,Shipped,2022-09-29T03:29:07.000Z,std-n-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA307805919610),Tile Mate Bluetooth Tracker 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,940-1043037-5745250,2022-09-20T16:47:56Z,Not Applicable,USD,26.35,1.84,0,0,28.19,26.35,1.84,B07QBP9X8F,New,1,Gift Certificate/Card,Closed,Shipped,2022-09-22T16:47:56.000Z,no-rush-delivery,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA429535879738),Amazon Smart Plug Alexa-Compatible,Not Available,Not Available,Not Available,Not Available
Amazon.com,566-6398528-4165061,2022-09-27T18:37:42Z,Not Applicable,USD,25.18,1.76,0,0,26.94,25.18,1.76,B07QBP9X8F,New,1,Gift Certificate/Card,Closed,Shipped,2022-10-01T18:37:42.000Z,std-us-5,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA868716573635),Amazon Smart Plug Alexa-Compatible,Not Available,Not Available,Not Available,Not Available
Amazon.com,607-1621086-3118060,2022-09-08T18:24:14Z,Not Applicable,USD,14.41,1.01,0,0,15.42,14.41,1.01,B07XJ8C8F7,New,1,AmericanExpress - 2084,Closed,Shipped,2022-09-12T18:24:14.000Z,std-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA463312058510),AmazonBasics AA Performance Alkaline Batteries 48-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,176-8876745-5446344,2022-09-28T03:55:54Z,Not Applicable,USD,89.18,6.24,0,0,95.42,89.18,6.24,B0BDJ17NLJ,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-02T03:55:54.000Z,std-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA784353909489),Instant Pot Duo 7-in-1 Electric Pressure Cooker 6 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,993-1602286-2147909,2022-09-23T12:41:05Z,Not Applicable,USD,25.16,1.76,0,0,26.92,25.16,1.76,B07QBP9X8F,New,1,Gift Certificate/Card and Visa - 4821,Cancelled,Not Available,Not Available,std-n-us,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Not Available,Amazon Smart Plug Alexa-Compatible,Not Available,Not Available,Not Available,Not Available
Amazon.com,554-3791137-6024207,2022-09-08T20:43:58Z,Not Applicable,USD,54.26,3.8,0,0,58.06,54.26,3.8,B09B8YWXDF,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-09-11T20:43:58.000Z,rush,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA133944947897),Fire TV Stick 4K Max Streaming Device,Not Available,Not Available,Not Available,Not Available
Amazon.com,274-3937176-2324869,2022-10-02T10:50:03Z,Not Applicable,USD,130.07,9.1,0,0,139.17,130.07,9.1,B0BSHF7WHW,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-05T10:50:03.000Z,std-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA780247848027),Kindle Paperwhite 11th Generation 8GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,394-3650391-2239197,2022-10-22T07:31:58Z,Not Applicable,USD,61.64,4.31,0,0,65.95,61.64,4.31,B01NAWKBH0,New,1,Visa - 4821,Closed,Shipped,2022-10-27T07:31:58.000Z,std-n-us,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA428941115748),Logitech MX Master 2S Wireless Mouse,Not Available,Not Available,Not Available,Not Available
Amazon.com,685-7022335-5963914,2022-10-21T13:44:16Z,Not Applicable,USD,27.49,1.92,0,0,29.41,27.49,1.92,B07QBP9X8F,New,1,Visa - 7743,Closed,Shipped,2022-10-25T13:44:16.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA873062725840),Amazon Smart Plug Alexa-Compatible,Not Available,Not Available,Not Available,Not Available
Amazon.com,952-5801541-4860745,2022-10-10T00:53:42Z,Not Applicable,USD,236.05,16.52,0,0,252.57,236.05,16.52,B07ZPKN6YR,New,1,Gift Certificate/Card,Closed,Shipped,2022-10-14T00:53:42.000Z,std-n-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA983075619976),LEGO Creator Expert Assembly Square 4002016,Not Available,Not Available,Not Available,Not Available
Amazon.com,742-1661401-6183033,2022-10-12T07:40:12Z,Not Applicable,USD,229.71,16.08,0,0,245.79,229.71,16.08,B07ZPKN6YR,New,1,Visa - 7743,Closed,Shipped,2022-10-17T07:40:12.000Z,rush,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA584423393396),LEGO Creator Expert Assembly Square 4002016,Not Available,Not Available,Not Available,Not Available
Amazon.com,643-9418719-5572250,2022-10-02T18:23:46Z,Not Applicable,USD,14.41,1.01,0,0,30.84,28.82,2.02,B09KZ6TBNY,New,2,Visa - 7743,Closed,Shipped,2022-10-04T18:23:46.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA283955479193),iHealth COVID-19 Antigen Rapid Test 2-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,966-7136687-2515030,2022-10-09T15:51:18Z,Not Applicable,USD,14.19,0.99,0,0,15.18,14.19,0.99,B0B4MWY89V,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-12T15:51:18.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA537187650084),Dash Mini Waffle Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,210-4922880-8910069,2022-10-01T08:34:07Z,Not Applicable,USD,144.82,10.14,0,0,154.96,144.82,10.14,B0BSHF7WHW,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-05T08:34:07.000Z,second,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA778712312814),Kindle Paperwhite 11th Generation 8GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,219-3345069-1760793,2022-10-18T10:58:39Z,Not Applicable,USD,24.48,1.71,0,0,26.19,24.48,1.71,B07B4Q5796,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-20T10:58:39.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA142718868029),Etekcity Digital Body Weight Bathroom Scale,Not Available,Not Available,Not Available,Not Available
Amazon.com,701-3592464-7960607,2022-10-10T15:07:06Z,Not Applicable,USD,342.2,23.95,0,0,366.15,342.2,23.95,B09BCV7D4M,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-10-12T15:07:06.000Z,std-us-5,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA210187050550),iRobot Roomba i3 EVO Wi-Fi Connected Robot Vacuum,Not Available,Not Available,Not Available,Not Available
Amazon.com,802-7162857-7017548,2022-10-27T15:39:26Z,Not Applicable,USD,13.67,0.96,0,0,14.63,13.67,0.96,B07XJ8C8F7,New,1,Discover - 3319,Closed,Shipped,2022-10-30T15:39:26.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA534051757557),AmazonBasics AA Performance Alkaline Batteries 48-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,349-3112652-4442778,2022-11-09T06:07:54Z,Not Applicable,USD,15.35,1.07,0,0,16.42,15.35,1.07,B09KZ6TBNY,New,1,Visa - 4821,Closed,Shipped,2022-11-13T06:07:54.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA708876714629),iHealth COVID-19 Antigen Rapid Test 2-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,653-5205279-3927575,2022-11-07T18:13:52Z,Not Applicable,USD,295.11,20.66,0,0,315.77,295.11,20.66,B07PXGQC1Q,New,1,Visa - 7743,Closed,Shipped,2022-11-09T18:13:52.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA826321603086),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,859-8062546-9826250,2022-11-28T00:08:00Z,Not Applicable,USD,13.22,0.93,0,0,14.15,13.22,0.93,B0B4MWY89V,New,1,Visa - 4821,Closed,Shipped,2022-12-01T00:08:00.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA916531906281),Dash Mini Waffle Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,569-1522621-2020480,2022-11-03T15:28:49Z,Not Applicable,USD,98.05,6.86,0,0,104.91,98.05,6.86,B09G9HD6PD,New,1,Visa - 4821,Closed,Shipped,2022-11-06T15:28:49.000Z,no-rush-delivery,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA628274907582),Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,167-3117143-5614002,2022-11-28T12:27:43Z,Not Applicable,USD,69.2,4.84,0,0,74.04,69.2,4.84,B07H1RNMXC,New,1,Gift Certificate/Card,Closed,Shipped,2022-11-29T12:27:43.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA798466125177),Tile Mate Bluetooth Tracker 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,973-4607488-8215376,2022-11-19T17:45:20Z,Not Applicable,USD,44.57,3.12,0,0,47.69,44.57,3.12,B09BBBJ4XB,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-11-23T17:45:20.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA551952938516),Coleman Portable Camp Chair with Side Table,Not Available,Not Available,Not Available,Not Available
Amazon.com,168-2530497-2432176,2022-11-11T14:25:26Z,Not Applicable,USD,288.21,20.17,0,0,308.38,288.21,20.17,B07PXGQC1Q,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-11-12T14:25:26.000Z,std-n-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA572846822785),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,462-8095702-1863121,2022-11-04T23:47:23Z,Not Applicable,USD,41.46,2.9,0,0,44.36,41.46,2.9,B07YFF3J3K,New,1,Visa - 4821,Closed,Shipped,2022-11-06T23:47:23.000Z,std-us-5,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA417691853029),Crest 3D Whitestrips Professional Effects 20 Treatments,Not Available,Not Available,Not Available,Not Available
Amazon.com,217-5673599-4794319,2022-11-20T09:22:06Z,Not Applicable,USD,102.1,7.15,0,0,109.25,102.1,7.15,B09G9HD6PD,New,1,Discover - 3319,Closed,Shipped,2022-11-25T09:22:06.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA571618424652),Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,129-4026879-5584716,2022-11-28T17:49:52Z,Not Applicable,USD,45.5,3.19,0,0,48.69,45.5,3.19,B09BBBJ4XB,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-12-03T17:49:52.000Z,no-rush-delivery,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA940536690954),Coleman Portable Camp Chair with Side Table,Not Available,Not Available,Not Available,Not Available
Amazon.com,193-9900022-4609330,2022-11-10T10:22:00Z,Not Applicable,USD,25.78,1.8,0,0,27.58,25.78,1.8,B07QBP9X8F,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-11-12T10:22:00.000Z,next-1dc,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA561177243339),Amazon Smart Plug Alexa-Compatible,Not Available,Not Available,Not Available,Not Available
Amazon.com,872-1834876-2368710,2022-11-15T10:10:23Z,Not Applicable,USD,76.17,5.33,0,0,81.5,76.17,5.33,B09V3KXJPB,New,1,Visa - 7743,Closed,Shipped,2022-11-18T10:10:23.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA586499977257),WD 2TB My Passport Portable External Hard Drive,Not Available,Not Available,Not Available,Not Available
Amazon.com,794-9164342-9840487,2022-11-22T13:31:38Z,Not Applicable,USD,105.05,7.35,0,0,112.4,105.05,7.35,B07VGRJDFY,New,1,Visa - 4821,Closed,Shipped,2022-11-26T13:31:38.000Z,no-rush-delivery,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA437872761622),Ninja AF101 Air Fryer 4 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,435-3013003-1129686,2022-12-02T07:25:38Z,Not Applicable,USD,54.44,3.81,0,0,58.25,54.44,3.81,B08N5WRWNW,New,1,Discover - 3319,Closed,Shipped,2022-12-03T07:25:38.000Z,no-rush-delivery,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA922475007249),Echo Dot (4th Gen) Smart Speaker with Alexa,Not Available,Not Available,Not Available,Not Available
Amazon.com,982-1709714-8318550,2022-12-14T05:08:24Z,Not Applicable,USD,131.48,9.2,0,0,140.68,131.48,9.2,B07ZPMLBMG,New,1,Visa - 4821,Closed,Shipped,2022-12-19T05:08:24.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA602591667934),Fitbit Charge 5 Advanced Fitness Tracker,Not Available,Not Available,Not Available,Not Available
Amazon.com,920-8719145-7070880,2022-12-03T10:36:27Z,Not Applicable,USD,332.44,23.27,0,0,355.71,332.44,23.27,B09WB9VDQ8,New,1,Discover - 3319,Closed,Shipped,2022-12-08T10:36:27.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA577119884818),VIZIO 55-Inch V-Series 4K UHD Smart TV,Not Available,Not Available,Not Available,Not Available
Amazon.com,897-3820798-2281433,2022-12-28T03:15:27Z,Not Applicable,USD,330.95,23.17,0,0,354.12,330.95,23.17,B09WB9VDQ8,New,1,Visa - 7743,Closed,Shipped,2023-01-02T03:15:27.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA797977210972),VIZIO 55-Inch V-Series 4K UHD Smart TV,Not Available,Not Available,Not Available,Not Available
Amazon.com,362-4309671-3910830,2022-12-04T16:32:12Z,Not Applicable,USD,148.92,10.42,0,0,159.34,148.92,10.42,B0BSHF7WHW,New,1,Visa - 4821,Closed,Shipped,2022-12-07T16:32:12.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA270091008492),Kindle Paperwhite 11th Generation 8GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,984-6303930-3532644,2022-12-25T20:04:11Z,Not Applicable,USD,68.37,4.79,0,0,73.16,68.37,4.79,B08DFPV5RP,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-12-29T20:04:11.000Z,second,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA174903210971),Ring Video Doorbell Wired,Not Available,Not Available,Not Available,Not Available
Amazon.com,477-5816353-2287332,2022-12-16T14:40:19Z,Not Applicable,USD,70.05,4.9,0,0,74.95,70.05,4.9,B08L5M9BTX,New,1,Visa - 4821,Closed,Shipped,2022-12-19T14:40:19.000Z,next-1dc,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA774697686009),Cuisinart 12-Cup Programmable Coffee Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,429-8979730-9411547,2022-12-20T16:24:29Z,Not Applicable,USD,39.81,2.79,0,0,127.8,119.43,8.37,B07YFF3J3K,New,3,Gift Certificate/Card,Closed,Shipped,2022-12-25T16:24:29.000Z,expd-consolidated-us,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA594186984574),Crest 3D Whitestrips Professional Effects 20 Treatments,Not Available,Not Available,Not Available,Not Available
Amazon.com,472-7255418-5746166,2022-12-04T10:45:05Z,Not Applicable,USD,21.83,1.53,0,0,23.36,21.83,1.53,B07B4Q5796,New,1,Gift Certificate/Card,Closed,Shipped,2022-12-09T10:45:05.000Z,std-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA548340540254),Etekcity Digital Body Weight Bathroom Scale,Not Available,Not Available,Not Available,Not Available
Amazon.com,390-5227787-3522845,2022-12-25T10:43:38Z,Not Applicable,USD,12.56,0.88,0,0,13.44,12.56,0.88,B0B4MWY89V,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-12-26T10:43:38.000Z,std-us-5,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA187331124984),Dash Mini Waffle Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,417-7319630-6510922,2022-12-19T21:09:58Z,Not Applicable,USD,46.73,3.27,0,0,150.0,140.19,9.81,B08FT5QJKL,New,3,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-12-22T21:09:58.000Z,rush,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA240931555521),Hydro Flask 32 oz Wide Mouth Bottle,Not Available,Not Available,Not Available,Not Available
Amazon.com,319-6733317-9158272,2022-12-22T22:53:47Z,Not Applicable,USD,14.7,1.03,0,0,15.73,14.7,1.03,B09KZ6TBNY,New,1,Discover - 3319,Closed,Shipped,2022-12-27T22:53:47.000Z,std-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA345637792072),iHealth COVID-19 Antigen Rapid Test 2-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,997-3198638-7320310,2022-12-05T04:04:18Z,Not Applicable,USD,105.64,7.39,0,0,113.03,105.64,7.39,B09G9HD6PD,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-12-06T04:04:18.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA276756169705),Apple AirTag 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,870-8531761-4925917,2022-12-06T22:49:39Z,Not Applicable,USD,68.74,4.81,0,0,73.55,68.74,4.81,B09V3KXJPB,New,1,AmericanExpress - 2084,Closed,Shipped,2022-12-08T22:49:39.000Z,no-rush-delivery,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA364286565492),WD 2TB My Passport Portable External Hard Drive,Not Available,Not Available,Not Available,Not Available
Amazon.com,614-9849306-8023963,2022-12-10T15:57:53Z,Not Applicable,USD,141.96,9.94,0,0,151.9,141.96,9.94,B0BSHF7WHW,New,1,Discover - 3319,Closed,Shipped,2022-12-12T15:57:53.000Z,std-us-5,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA280243749279),Kindle Paperwhite 11th Generation 8GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,379-3088344-7174337,2023-01-10T16:25:52Z,Not Applicable,USD,73.54,5.15,0,0,78.69,73.54,5.15,B07H1RNMXC,New,1,Visa - 4821,Closed,Shipped,2023-01-15T16:25:52.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA917761866683),Tile Mate Bluetooth Tracker 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,180-8224389-4027557,2023-01-15T12:21:11Z,Not Applicable,USD,140.98,9.87,0,0,150.85,140.98,9.87,B07ZPMLBMG,New,1,Visa - 4821,Closed,Shipped,2023-01-19T12:21:11.000Z,std-us-5,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA424465341900),Fitbit Charge 5 Advanced Fitness Tracker,Not Available,Not Available,Not Available,Not Available
Amazon.com,143-6914963-8297090,2023-01-11T03:05:20Z,Not Applicable,USD,46.91,3.28,0,0,50.19,46.91,3.28,B08FT5QJKL,New,1,Discover - 3319,Closed,Shipped,2023-01-14T03:05:20.000Z,std-n-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA801258875542),Hydro Flask 32 oz Wide Mouth Bottle,Not Available,Not Available,Not Available,Not Available
